text_input,palette,palette_lab,palette_lab_reorder
"['doctor', 'office']","[(73, 95, 105), (179, 196, 204), (131, 159, 172), (224, 231, 235), (255, 255, 255)]","[[99, 122, 120], [199, 124, 122], [163, 121, 118], [233, 126, 125], [255, 128, 128]]","[[99, 122, 120], [163, 121, 118], [199, 124, 122], [233, 126, 125], [255, 128, 128]]"
"['digging', 'up', 'old', 'scars']","[(233, 77, 77), (134, 29, 29), (81, 1, 1), (107, 85, 85), (75, 62, 62)]","[[141, 188, 162], [75, 172, 156], [36, 163, 150], [98, 137, 131], [70, 134, 130]]","[[36, 163, 150], [70, 134, 130], [75, 172, 156], [98, 137, 131], [141, 188, 162]]"
['phobia'],"[(14, 11, 105), (13, 18, 84), (16, 14, 69), (10, 13, 47), (6, 8, 34)]","[[30, 164, 76], [26, 153, 88], [20, 150, 94], [13, 138, 106], [8, 134, 112]]","[[8, 134, 112], [13, 138, 106], [20, 150, 94], [26, 153, 88], [30, 164, 76]]"
"['bad', 'vibes']","[(138, 185, 185), (94, 143, 155), (101, 88, 149), (51, 31, 61), (39, 0, 25)]","[[184, 113, 123], [144, 115, 116], [105, 148, 96], [40, 144, 113], [12, 150, 122]]","[[12, 150, 122], [40, 144, 113], [105, 148, 96], [144, 115, 116], [184, 113, 123]]"
"['confident', 'and', 'reliable']","[(250, 231, 130), (253, 201, 68), (81, 122, 139), (187, 187, 187), (170, 170, 170)]","[[233, 121, 179], [213, 134, 198], [125, 118, 114], [193, 128, 128], [178, 128, 128]]","[[125, 118, 114], [178, 128, 128], [193, 128, 128], [213, 134, 198], [233, 121, 179]]"
"['longing', 'for', 'you']","[(207, 221, 177), (169, 189, 162), (129, 161, 139), (73, 138, 139), (87, 113, 129)]","[[220, 116, 148], [190, 116, 139], [162, 112, 136], [136, 108, 121], [118, 123, 116]]","[[118, 123, 116], [136, 108, 121], [162, 112, 136], [190, 116, 139], [220, 116, 148]]"
['meaningless'],"[(84, 57, 69), (80, 67, 94), (116, 102, 114), (131, 124, 137), (152, 147, 154)]","[[70, 142, 125], [78, 140, 114], [114, 136, 123], [135, 133, 122], [157, 131, 125]]","[[70, 142, 125], [78, 140, 114], [114, 136, 123], [135, 133, 122], [157, 131, 125]]"
"['the', 'language', 'of', 'the', 'flowers']","[(113, 189, 115), (244, 239, 128), (223, 120, 102), (131, 35, 35), (81, 16, 49)]","[[179, 89, 158], [237, 115, 182], [157, 166, 156], [76, 169, 152], [44, 161, 124]]","[[44, 161, 124], [76, 169, 152], [157, 166, 156], [179, 89, 158], [237, 115, 182]]"
"['starry', 'eyed']","[(246, 231, 138), (220, 143, 225), (140, 68, 191), (60, 46, 122), (19, 9, 84)]","[[232, 121, 175], [178, 170, 98], [111, 180, 75], [63, 155, 87], [22, 158, 85]]","[[22, 158, 85], [63, 155, 87], [111, 180, 75], [178, 170, 98], [232, 121, 175]]"
"['unexpected', 'ending']","[(55, 39, 62), (48, 38, 58), (42, 36, 54), (50, 42, 66), (55, 43, 92)]","[[47, 141, 116], [44, 137, 117], [40, 135, 117], [48, 138, 114], [54, 147, 100]]","[[40, 135, 117], [44, 137, 117], [47, 141, 116], [48, 138, 114], [54, 147, 100]]"
"['in', 'rage', 'and', 'hurt']","[(189, 0, 0), (159, 0, 0), (144, 0, 0), (126, 0, 0), (114, 0, 0)]","[[100, 192, 182], [83, 184, 175], [75, 180, 171], [64, 176, 165], [57, 172, 162]]","[[57, 172, 162], [64, 176, 165], [75, 180, 171], [83, 184, 175], [100, 192, 182]]"
"['man', 'sky']","[(120, 186, 194), (42, 128, 141), (94, 99, 112), (19, 14, 70), (14, 0, 36)]","[[182, 109, 117], [126, 107, 114], [107, 129, 120], [21, 150, 94], [5, 140, 109]]","[[5, 140, 109], [21, 150, 94], [107, 129, 120], [126, 107, 114], [182, 109, 117]]"
"['sleeping', 'in']","[(176, 172, 151), (191, 175, 126), (204, 188, 95), (219, 194, 91), (231, 212, 98)]","[[179, 126, 139], [183, 126, 155], [193, 122, 177], [201, 125, 182], [215, 121, 186]]","[[179, 126, 139], [183, 126, 155], [193, 122, 177], [201, 125, 182], [215, 121, 186]]"
"['fading', 'skies']","[(223, 181, 181), (197, 123, 149), (146, 121, 167), (103, 90, 163), (78, 86, 148)]","[[197, 143, 134], [153, 160, 126], [139, 147, 107], [108, 151, 90], [98, 142, 93]]","[[98, 142, 93], [108, 151, 90], [139, 147, 107], [153, 160, 126], [197, 143, 134]]"
"['morning', 'caresses']","[(234, 230, 186), (239, 234, 226), (233, 236, 244), (163, 171, 184), (85, 108, 135)]","[[231, 122, 150], [237, 128, 132], [238, 128, 124], [178, 128, 120], [114, 127, 110]]","[[114, 127, 110], [178, 128, 120], [231, 122, 150], [237, 128, 132], [238, 128, 124]]"
"['my', 'mind', 'wanders']","[(237, 208, 159), (191, 209, 210), (171, 215, 216), (103, 169, 169), (43, 115, 121)]","[[216, 131, 156], [211, 122, 125], [212, 114, 123], [166, 107, 121], [113, 108, 118]]","[[113, 108, 118], [166, 107, 121], [211, 122, 125], [212, 114, 123], [216, 131, 156]]"
"['breathless', 'prayers']","[(238, 237, 240), (177, 199, 214), (77, 161, 189), (21, 79, 105), (0, 16, 36)]","[[239, 129, 127], [202, 124, 118], [159, 111, 106], [80, 119, 108], [11, 129, 113]]","[[11, 129, 113], [80, 119, 108], [159, 111, 106], [202, 124, 118], [239, 129, 127]]"
"['the', 'sun', 'loved', 'the', 'moon']","[(255, 221, 145), (214, 178, 165), (176, 147, 163), (120, 116, 146), (40, 46, 84)]","[[228, 130, 170], [192, 139, 140], [163, 142, 124], [128, 136, 112], [52, 137, 104]]","[[52, 137, 104], [128, 136, 112], [163, 142, 124], [192, 139, 140], [228, 130, 170]]"
"['earth', 'land']","[(255, 141, 0), (222, 223, 213), (152, 104, 13), (109, 90, 10), (50, 186, 20)]","[[178, 164, 204], [226, 126, 133], [122, 140, 180], [99, 128, 172], [169, 65, 192]]","[[99, 128, 172], [122, 140, 180], [169, 65, 192], [178, 164, 204], [226, 126, 133]]"
"['descent', 'into', 'betrayal']","[(36, 79, 111), (50, 24, 73), (43, 9, 40), (47, 15, 22), (6, 1, 1)]","[[82, 124, 105], [37, 152, 102], [20, 150, 115], [23, 145, 131], [1, 129, 128]]","[[1, 129, 128], [20, 150, 115], [23, 145, 131], [37, 152, 102], [82, 124, 105]]"
"['startegies', 'business']","[(97, 137, 185), (55, 155, 253), (205, 195, 219), (250, 128, 114), (146, 220, 224)]","[[143, 127, 99], [160, 133, 71], [205, 136, 117], [172, 173, 157], [212, 106, 119]]","[[143, 127, 99], [160, 133, 71], [172, 173, 157], [205, 136, 117], [212, 106, 119]]"
"['baby', 'blanket']","[(224, 231, 255), (247, 224, 255), (247, 255, 222), (222, 255, 231), (222, 255, 247)]","[[234, 130, 116], [234, 141, 116], [252, 120, 143], [248, 113, 136], [249, 116, 128]]","[[234, 130, 116], [234, 141, 116], [248, 113, 136], [249, 116, 128], [252, 120, 143]]"
['overdose'],"[(255, 233, 238), (208, 188, 193), (154, 139, 143), (79, 72, 74), (24, 21, 22)]","[[240, 136, 128], [199, 136, 128], [151, 134, 128], [80, 131, 128], [18, 130, 128]]","[[18, 130, 128], [80, 131, 128], [151, 134, 128], [199, 136, 128], [240, 136, 128]]"
['charming'],"[(130, 45, 160), (239, 18, 96), (255, 133, 133), (255, 191, 137), (245, 229, 132)]","[[93, 181, 82], [131, 206, 146], [177, 174, 149], [209, 145, 164], [230, 121, 177]]","[[93, 181, 82], [131, 206, 146], [177, 174, 149], [209, 145, 164], [230, 121, 177]]"
"['giving', 'birth']","[(229, 203, 207), (255, 162, 171), (255, 106, 121), (231, 55, 79), (144, 45, 58)]","[[214, 138, 129], [194, 164, 138], [164, 186, 149], [133, 195, 157], [87, 171, 144]]","[[87, 171, 144], [133, 195, 157], [164, 186, 149], [194, 164, 138], [214, 138, 129]]"
"['carved', 'out', 'of', 'the', 'earth']","[(228, 229, 132), (210, 223, 106), (208, 216, 81), (183, 208, 50), (116, 191, 9)]","[[227, 114, 175], [219, 107, 183], [213, 108, 191], [202, 100, 198], [179, 81, 197]]","[[179, 81, 197], [202, 100, 198], [213, 108, 191], [219, 107, 183], [227, 114, 175]]"
"['gravity', 'has', 'tied', 'your', 'ankle', 'to', 'the', 'shore']","[(126, 189, 143), (126, 182, 155), (120, 171, 170), (108, 155, 178), (109, 76, 137)]","[[182, 98, 145], [178, 104, 136], [170, 111, 123], [157, 118, 111], [98, 154, 99]]","[[98, 154, 99], [157, 118, 111], [170, 111, 123], [178, 104, 136], [182, 98, 145]]"
"['leave', 'your', 'lover']","[(57, 56, 64), (73, 70, 86), (77, 72, 99), (93, 88, 120), (105, 105, 126)]","[[61, 130, 123], [78, 133, 119], [82, 137, 113], [99, 137, 111], [115, 133, 116]]","[[61, 130, 123], [78, 133, 119], [82, 137, 113], [99, 137, 111], [115, 133, 116]]"
"['you', 'lie', 'to', 'me']","[(59, 57, 71), (62, 62, 71), (68, 64, 77), (73, 72, 99), (98, 93, 129)]","[[63, 132, 120], [68, 130, 123], [71, 133, 121], [81, 135, 112], [105, 138, 109]]","[[63, 132, 120], [68, 130, 123], [71, 133, 121], [81, 135, 112], [105, 138, 109]]"
"['cold', 'passion']","[(130, 66, 117), (206, 148, 220), (116, 119, 188), (61, 49, 78), (22, 17, 9)]","[[96, 163, 111], [176, 162, 100], [134, 144, 91], [58, 140, 112], [14, 129, 132]]","[[14, 129, 132], [58, 140, 112], [96, 163, 111], [134, 144, 91], [176, 162, 100]]"
"['dream', 'away']","[(255, 251, 155), (253, 251, 222), (238, 195, 212), (186, 145, 179), (65, 58, 92)]","[[248, 116, 174], [250, 124, 142], [211, 146, 125], [166, 149, 116], [68, 140, 109]]","[[68, 140, 109], [166, 149, 116], [211, 146, 125], [248, 116, 174], [250, 124, 142]]"
"['envelope', 'me', 'in', 'oceans']","[(255, 243, 230), (255, 217, 179), (214, 171, 129), (162, 190, 201), (91, 137, 154)]","[[246, 130, 136], [227, 136, 152], [186, 138, 156], [192, 121, 119], [139, 117, 114]]","[[139, 117, 114], [186, 138, 156], [192, 121, 119], [227, 136, 152], [246, 130, 136]]"
"['misty', 'minds']","[(242, 234, 217), (191, 182, 164), (88, 87, 73), (38, 41, 35), (6, 6, 3)]","[[237, 128, 137], [190, 128, 138], [94, 126, 136], [41, 125, 131], [4, 128, 129]]","[[4, 128, 129], [41, 125, 131], [94, 126, 136], [190, 128, 138], [237, 128, 137]]"
"['mildly', 'lost']","[(143, 145, 144), (220, 217, 212), (189, 164, 146), (107, 85, 69), (58, 37, 26)]","[[153, 127, 128], [221, 128, 131], [176, 134, 141], [97, 135, 141], [43, 136, 139]]","[[43, 136, 139], [97, 135, 141], [153, 127, 128], [176, 134, 141], [221, 128, 131]]"
"['juicy', 'peaches']","[(244, 227, 173), (234, 161, 72), (223, 120, 50), (214, 66, 66), (154, 33, 33)]","[[231, 126, 157], [183, 147, 184], [156, 163, 182], [128, 186, 162], [87, 177, 160]]","[[87, 177, 160], [128, 186, 162], [156, 163, 182], [183, 147, 184], [231, 126, 157]]"
['intrigued'],"[(192, 240, 0), (32, 135, 125), (229, 82, 82), (82, 229, 229), (135, 32, 94)]","[[226, 88, 214], [130, 97, 125], [141, 185, 159], [213, 90, 116], [81, 176, 116]]","[[81, 176, 116], [130, 97, 125], [141, 185, 159], [213, 90, 116], [226, 88, 214]]"
"['darling', 'where', 'have', 'you', 'gone']","[(110, 131, 204), (109, 123, 163), (136, 101, 156), (139, 83, 139), (148, 63, 123)]","[[143, 140, 88], [132, 133, 105], [123, 153, 103], [111, 161, 107], [102, 171, 111]]","[[102, 171, 111], [111, 161, 107], [123, 153, 103], [132, 133, 105], [143, 140, 88]]"
"['gentle', 'rain']","[(206, 242, 200), (137, 191, 154), (103, 152, 131), (69, 121, 122), (51, 89, 101)]","[[235, 109, 144], [186, 103, 141], [150, 107, 134], [121, 111, 122], [91, 118, 117]]","[[91, 118, 117], [121, 111, 122], [150, 107, 134], [186, 103, 141], [235, 109, 144]]"
"['fairy', 'moss']","[(176, 234, 131), (109, 216, 99), (78, 204, 99), (65, 174, 116), (73, 139, 114)]","[[221, 92, 172], [199, 75, 176], [187, 71, 170], [163, 83, 149], [135, 101, 135]]","[[135, 101, 135], [163, 83, 149], [187, 71, 170], [199, 75, 176], [221, 92, 172]]"
"['soul', 'of', 'a', 'druid']","[(213, 242, 172), (196, 201, 150), (180, 173, 129), (146, 123, 95), (124, 82, 68)]","[[235, 107, 159], [203, 118, 153], [179, 123, 152], [135, 133, 147], [100, 144, 143]]","[[100, 144, 143], [135, 133, 147], [179, 123, 152], [203, 118, 153], [235, 107, 159]]"
['mesmerize'],"[(184, 223, 181), (155, 195, 160), (126, 178, 153), (96, 148, 131), (72, 137, 119)]","[[217, 107, 144], [192, 108, 141], [175, 105, 135], [146, 107, 132], [134, 103, 131]]","[[134, 103, 131], [146, 107, 132], [175, 105, 135], [192, 108, 141], [217, 107, 144]]"
"['fun', 'ghoul']","[(48, 66, 47), (228, 229, 80), (0, 0, 0), (46, 176, 17), (126, 63, 121)]","[[66, 116, 137], [226, 110, 197], [0, 128, 128], [161, 68, 189], [94, 164, 107]]","[[0, 128, 128], [66, 116, 137], [94, 164, 107], [161, 68, 189], [226, 110, 197]]"
"['hesitant', 'alien']","[(244, 244, 244), (206, 206, 206), (16, 104, 255), (255, 14, 14), (255, 40, 246)]","[[245, 128, 128], [211, 128, 128], [124, 162, 47], [137, 207, 192], [156, 221, 73]]","[[124, 162, 47], [137, 207, 192], [156, 221, 73], [211, 128, 128], [245, 128, 128]]"
"['anger', 'in', 'my', 'eyes']","[(240, 62, 62), (199, 49, 49), (131, 42, 42), (99, 34, 34), (71, 28, 28)]","[[139, 195, 170], [115, 186, 165], [79, 166, 149], [60, 157, 144], [43, 149, 138]]","[[43, 149, 138], [60, 157, 144], [79, 166, 149], [115, 186, 165], [139, 195, 170]]"
"['meaningless', 'thoughts']","[(207, 218, 234), (163, 190, 214), (117, 114, 148), (122, 81, 118), (103, 66, 99)]","[[221, 127, 119], [193, 124, 113], [126, 137, 110], [102, 152, 114], [85, 150, 115]]","[[85, 150, 115], [102, 152, 114], [126, 137, 110], [193, 124, 113], [221, 127, 119]]"
"['cherry', 'dolls']","[(255, 65, 65), (255, 0, 64), (255, 0, 77), (255, 0, 103), (255, 196, 214)]","[[147, 198, 172], [137, 209, 169], [137, 210, 161], [138, 211, 146], [216, 152, 127]]","[[137, 209, 169], [137, 210, 161], [138, 211, 146], [147, 198, 172], [216, 152, 127]]"
"['ocean', 'medley']","[(158, 226, 231), (126, 181, 182), (106, 122, 144), (94, 96, 131), (65, 60, 118)]","[[219, 108, 119], [179, 110, 122], [129, 127, 114], [107, 136, 108], [73, 146, 95]]","[[73, 146, 95], [107, 136, 108], [129, 127, 114], [179, 110, 122], [219, 108, 119]]"
['faraway'],"[(55, 197, 172), (79, 168, 160), (104, 139, 148), (128, 109, 136), (152, 80, 124)]","[[184, 85, 130], [162, 99, 124], [142, 118, 119], [124, 141, 116], [112, 164, 116]]","[[112, 164, 116], [124, 141, 116], [142, 118, 119], [162, 99, 124], [184, 85, 130]]"
"['deep', 'ocean', 'waves']","[(8, 72, 120), (17, 83, 133), (11, 67, 109), (51, 110, 154), (0, 55, 96)]","[[75, 129, 95], [87, 128, 94], [70, 128, 99], [113, 123, 98], [57, 129, 99]]","[[57, 129, 99], [70, 128, 99], [75, 129, 95], [87, 128, 94], [113, 123, 98]]"
['intimacy'],"[(255, 211, 233), (251, 230, 255), (255, 121, 182), (133, 63, 146), (0, 0, 0)]","[[226, 147, 123], [239, 139, 119], [174, 185, 120], [99, 171, 95], [0, 128, 128]]","[[0, 128, 128], [99, 171, 95], [174, 185, 120], [226, 147, 123], [239, 139, 119]]"
"['sweet', 'revenge']","[(137, 5, 5), (69, 0, 0), (0, 0, 0), (26, 26, 26), (45, 45, 45)]","[[71, 178, 167], [28, 159, 145], [0, 128, 128], [24, 128, 128], [47, 128, 128]]","[[0, 128, 128], [24, 128, 128], [28, 159, 145], [47, 128, 128], [71, 178, 167]]"
"['you', 'faded', 'away']","[(210, 170, 221), (121, 99, 163), (67, 66, 116), (115, 103, 148), (106, 67, 120)]","[[190, 152, 108], [119, 151, 97], [77, 142, 99], [118, 143, 105], [89, 155, 104]]","[[77, 142, 99], [89, 155, 104], [118, 143, 105], [119, 151, 97], [190, 152, 108]]"
['modest'],"[(50, 71, 89), (180, 217, 206), (217, 216, 210), (89, 82, 46), (166, 153, 91)]","[[74, 125, 115], [214, 114, 129], [220, 127, 131], [89, 125, 150], [161, 124, 162]]","[[74, 125, 115], [89, 125, 150], [161, 124, 162], [214, 114, 129], [220, 127, 131]]"
"['bamboo', 'forest']","[(60, 89, 64), (127, 166, 67), (182, 217, 108), (229, 242, 201), (35, 38, 12)]","[[89, 111, 139], [162, 99, 174], [210, 100, 177], [239, 117, 146], [36, 122, 144]]","[[36, 122, 144], [89, 111, 139], [162, 99, 174], [210, 100, 177], [239, 117, 146]]"
"['modest', 'blues']","[(0, 59, 70), (7, 87, 91), (102, 165, 173), (196, 223, 230), (0, 59, 70)]","[[57, 115, 116], [85, 108, 119], [163, 110, 117], [222, 121, 122], [57, 115, 116]]","[[57, 115, 116], [57, 115, 116], [85, 108, 119], [163, 110, 117], [222, 121, 122]]"
['batman'],"[(0, 0, 0), (0, 0, 0), (254, 226, 2), (0, 0, 0), (0, 0, 0)]","[[0, 128, 128], [0, 128, 128], [229, 120, 217], [0, 128, 128], [0, 128, 128]]","[[0, 128, 128], [0, 128, 128], [0, 128, 128], [0, 128, 128], [229, 120, 217]]"
['superman'],"[(108, 188, 247), (108, 188, 247), (254, 226, 2), (233, 0, 53), (233, 0, 53)]","[[187, 120, 91], [187, 120, 91], [229, 120, 217], [125, 204, 169], [125, 204, 169]]","[[125, 204, 169], [125, 204, 169], [187, 120, 91], [187, 120, 91], [229, 120, 217]]"
"['i', 'do', 'not', 'have', 'you']","[(120, 68, 104), (124, 86, 111), (92, 72, 118), (57, 51, 115), (35, 47, 81)]","[[92, 156, 117], [105, 148, 120], [88, 147, 105], [64, 149, 92], [51, 134, 106]]","[[51, 134, 106], [64, 149, 92], [88, 147, 105], [92, 156, 117], [105, 148, 120]]"
"['marshmallow', 'ice', 'cream']","[(252, 255, 226), (255, 255, 207), (255, 250, 196), (255, 205, 245), (255, 224, 249)]","[[253, 122, 142], [252, 120, 151], [249, 121, 155], [224, 152, 115], [235, 143, 120]]","[[224, 152, 115], [235, 143, 120], [249, 121, 155], [252, 120, 151], [253, 122, 142]]"
"['not', 'my', 'fault']","[(97, 154, 159), (80, 111, 118), (38, 70, 75), (11, 62, 38), (3, 47, 13)]","[[153, 111, 119], [114, 119, 120], [70, 118, 121], [57, 105, 138], [41, 104, 145]]","[[41, 104, 145], [57, 105, 138], [70, 118, 121], [114, 119, 120], [153, 111, 119]]"
"['mystic', 'breeze']","[(236, 236, 236), (216, 223, 209), (203, 222, 236), (158, 187, 193), (113, 143, 150)]","[[238, 128, 128], [224, 123, 134], [223, 124, 119], [189, 120, 122], [146, 119, 121]]","[[146, 119, 121], [189, 120, 122], [223, 124, 119], [224, 123, 134], [238, 128, 128]]"
"['she', 'crushed', 'her', 'hope']","[(0, 0, 0), (67, 16, 16), (66, 51, 41), (95, 85, 65), (197, 163, 156)]","[[0, 128, 128], [34, 153, 141], [58, 133, 137], [93, 129, 141], [178, 139, 136]]","[[0, 128, 128], [34, 153, 141], [58, 133, 137], [93, 129, 141], [178, 139, 136]]"
"['casual', 'outfit']","[(60, 72, 108), (109, 133, 179), (222, 178, 69), (240, 244, 253), (70, 73, 80)]","[[79, 134, 106], [141, 131, 101], [190, 133, 188], [245, 128, 123], [79, 128, 123]]","[[79, 128, 123], [79, 134, 106], [141, 131, 101], [190, 133, 188], [245, 128, 123]]"
['casual'],"[(156, 202, 251), (222, 179, 67), (88, 117, 211), (240, 244, 253), (242, 166, 176)]","[[203, 125, 99], [191, 132, 189], [131, 146, 76], [245, 128, 123], [193, 157, 134]]","[[131, 146, 76], [191, 132, 189], [193, 157, 134], [203, 125, 99], [245, 128, 123]]"
"['i', 'am', 'tired', 'of', 'you']","[(34, 34, 34), (48, 49, 51), (38, 39, 41), (54, 55, 73), (23, 23, 25)]","[[34, 128, 128], [52, 128, 127], [40, 128, 127], [60, 132, 117], [20, 129, 127]]","[[20, 129, 127], [34, 128, 128], [40, 128, 127], [52, 128, 127], [60, 132, 117]]"
"['mint', 'beauty']","[(169, 229, 213), (135, 231, 206), (109, 231, 200), (80, 221, 185), (43, 193, 155)]","[[221, 106, 130], [218, 94, 131], [215, 86, 133], [204, 82, 135], [179, 81, 136]]","[[179, 81, 136], [204, 82, 135], [215, 86, 133], [218, 94, 131], [221, 106, 130]]"
"['i', 'would', 'die', 'without', 'you']","[(65, 77, 69), (47, 66, 63), (31, 58, 49), (24, 49, 40), (8, 41, 33)]","[[80, 121, 131], [67, 120, 127], [56, 115, 130], [46, 116, 131], [36, 114, 130]]","[[36, 114, 130], [46, 116, 131], [56, 115, 130], [67, 120, 127], [80, 121, 131]]"
"['smoke', 'after', 'the', 'fire']","[(66, 51, 51), (69, 43, 43), (60, 37, 37), (73, 31, 31), (51, 5, 5)]","[[58, 135, 131], [53, 140, 133], [45, 139, 132], [46, 148, 138], [19, 151, 138]]","[[19, 151, 138], [45, 139, 132], [46, 148, 138], [53, 140, 133], [58, 135, 131]]"
"['let', 'it', 'be']","[(238, 255, 191), (228, 255, 180), (215, 246, 178), (193, 244, 153), (172, 225, 110)]","[[248, 112, 157], [246, 107, 161], [238, 106, 157], [232, 96, 167], [214, 92, 178]]","[[214, 92, 178], [232, 96, 167], [238, 106, 157], [246, 107, 161], [248, 112, 157]]"
"['nature', 'library']","[(94, 74, 43), (120, 114, 91), (255, 255, 255), (216, 186, 140), (31, 90, 7)]","[[84, 132, 150], [122, 126, 142], [255, 128, 128], [196, 132, 155], [85, 94, 165]]","[[84, 132, 150], [85, 94, 165], [122, 126, 142], [196, 132, 155], [255, 128, 128]]"
"['blood', 'and', 'ice']","[(0, 0, 0), (176, 9, 9), (255, 255, 255), (0, 255, 235), (169, 49, 49)]","[[0, 128, 128], [94, 188, 175], [255, 128, 128], [231, 74, 123], [100, 177, 157]]","[[0, 128, 128], [94, 188, 175], [100, 177, 157], [231, 74, 123], [255, 128, 128]]"
"['little', 'angel']","[(254, 255, 169), (255, 255, 255), (148, 247, 255), (255, 204, 239), (213, 202, 15)]","[[250, 115, 169], [255, 128, 128], [234, 101, 115], [223, 152, 118], [204, 115, 207]]","[[204, 115, 207], [223, 152, 118], [234, 101, 115], [250, 115, 169], [255, 128, 128]]"
"['herbal', 'tea']","[(231, 199, 137), (234, 177, 107), (193, 138, 69), (80, 129, 65), (49, 75, 41)]","[[208, 131, 163], [194, 141, 172], [157, 142, 172], [126, 98, 157], [74, 110, 145]]","[[74, 110, 145], [126, 98, 157], [157, 142, 172], [194, 141, 172], [208, 131, 163]]"
"['love', 'me', 'harsh']","[(159, 159, 159), (225, 144, 124), (225, 95, 95), (199, 59, 59), (167, 50, 50)]","[[167, 128, 128], [172, 156, 151], [146, 179, 154], [118, 183, 160], [100, 176, 156]]","[[100, 176, 156], [118, 183, 160], [146, 179, 154], [167, 128, 128], [172, 156, 151]]"
"['some', 'pastels']","[(243, 219, 235), (248, 249, 196), (216, 240, 216), (195, 234, 241), (213, 215, 238)]","[[229, 139, 123], [247, 119, 153], [236, 116, 137], [230, 117, 120], [220, 132, 117]]","[[220, 132, 117], [229, 139, 123], [230, 117, 120], [236, 116, 137], [247, 119, 153]]"
